epoch,loss,val_loss,val_weight_stage1_L1_acc,val_weight_stage1_L1_loss,val_weight_stage1_L2_acc,val_weight_stage1_L2_loss,val_weight_stage2_L1_acc,val_weight_stage2_L1_loss,val_weight_stage2_L2_acc,val_weight_stage2_L2_loss,val_weight_stage3_L1_acc,val_weight_stage3_L1_loss,val_weight_stage3_L2_acc,val_weight_stage3_L2_loss,val_weight_stage4_L1_acc,val_weight_stage4_L1_loss,val_weight_stage4_L2_acc,val_weight_stage4_L2_loss,val_weight_stage5_L1_acc,val_weight_stage5_L1_loss,val_weight_stage5_L2_acc,val_weight_stage5_L2_loss,val_weight_stage6_L1_acc,val_weight_stage6_L1_loss,val_weight_stage6_L2_acc,val_weight_stage6_L2_loss,weight_stage1_L1_acc,weight_stage1_L1_loss,weight_stage1_L2_acc,weight_stage1_L2_loss,weight_stage2_L1_acc,weight_stage2_L1_loss,weight_stage2_L2_acc,weight_stage2_L2_loss,weight_stage3_L1_acc,weight_stage3_L1_loss,weight_stage3_L2_acc,weight_stage3_L2_loss,weight_stage4_L1_acc,weight_stage4_L1_loss,weight_stage4_L2_acc,weight_stage4_L2_loss,weight_stage5_L1_acc,weight_stage5_L1_loss,weight_stage5_L2_acc,weight_stage5_L2_loss,weight_stage6_L1_acc,weight_stage6_L1_loss,weight_stage6_L2_acc,weight_stage6_L2_loss
31,481.002458615,484.807771972,0.0407452957465,65.9511259541,0.973779381225,24.3070269462,0.0458984931606,58.269167351,0.975232055693,21.6656445879,0.046880549088,56.393665292,0.975574327463,20.8514836449,0.0474515951972,55.5320836125,0.975727915764,20.5561584306,0.0482601890355,54.9698623021,0.975832280788,20.3726421667,0.0482267136897,54.4519524285,0.975926082243,20.1176851916,0.0947921367737,66.2267536494,0.973337120635,24.5749631919,0.109972308246,57.7495215003,0.974811836281,21.632191645,0.0988938641324,55.6077638917,0.975227919147,20.8591713924,0.0868131589618,54.7041220929,0.975426624247,20.4768308847,0.0828684439203,54.0907865018,0.975541459798,20.2612944231,0.0843522724952,53.4502026869,0.975662193919,19.9946805494
32,477.795222127,490.344571374,0.0403421619399,66.967075189,0.973759324713,24.3749466737,0.04552364367,59.0676990422,0.975288799766,21.777425719,0.0466388839819,57.0583015066,0.975627136727,20.939236128,0.0469269129645,56.2675783056,0.975818317948,20.797300718,0.0473841075207,55.7229659774,0.975908721487,20.6004636288,0.0476869950494,55.1941802502,0.976062847358,20.2165048989,0.104367313644,65.825692309,0.973482923366,24.4071733928,0.116096022418,57.4180915769,0.974973158592,21.4805289754,0.0987874032725,55.2707605429,0.975378890107,20.7014292972,0.092497900785,54.3233484844,0.975577497226,20.3036370885,0.0864960027274,53.7121185311,0.975697364966,20.0862683418,0.088128321069,53.075410268,0.975814564574,19.8248613675
33,477.33468735,493.992338354,0.0419056470449,66.3339339025,0.973178792858,25.1136944077,0.0467871052396,58.9000414791,0.974479313375,22.5172613715,0.0480990791058,57.0062492111,0.974802426542,21.8989170645,0.0485473233981,56.0554750255,0.975020108575,21.5542031635,0.0489085679803,55.6158467134,0.975106390814,21.3582747705,0.0492184364279,55.1038570404,0.975216663245,21.1805831664,0.0981763453892,65.7520842689,0.973455973543,24.379911142,0.0985598885746,57.3665798424,0.974914423729,21.4766383532,0.0953140943735,55.2049361543,0.975326697848,20.693323835,0.0894151010936,54.2685043558,0.975525988023,20.2946235653,0.08877733108,53.6458883218,0.975646961504,20.0642752565,0.0846973643745,53.0263193039,0.975775923027,19.8040534488
34,476.729519812,495.112422481,0.729567823085,66.8291192344,0.973674300945,24.7339614305,0.04604868358,59.2167637565,0.975057165957,22.05736353,0.046771531466,57.5521810994,0.975386900884,21.5281705712,0.0471637451414,56.7994982402,0.975607261287,21.1819406531,0.0477883152904,56.3553077091,0.97573436029,20.9744574807,0.0485709527733,55.8075224125,0.975826017559,20.7248904019,0.100547141509,65.8509153949,0.973576560642,24.2458088636,0.111861284792,57.3882086004,0.975034328633,21.342322227,0.0996760776446,55.2530770633,0.97546450212,20.5519470547,0.0995875441879,54.2943406828,0.975667962366,20.1508427919,0.0959174321877,53.6712757701,0.975794893035,19.9229765755,0.092837993493,53.044434812,0.97591504037,19.6615092564
35,476.598526535,485.390335372,0.0412101876626,66.021159331,0.974175712827,23.8976941831,0.0460508316896,58.6500000881,0.975599923143,21.2195490418,0.0470507888293,56.6800067931,0.975860742231,20.6764488979,0.0473416820098,56.007639856,0.976047991803,20.3291311011,0.0474988539477,55.503641078,0.976116007928,20.2301096266,0.0479444131453,54.8692268892,0.976210534347,19.9532374541,0.0854140492487,65.8300615225,0.973517781134,24.276811055,0.106300869264,57.4150553549,0.97496782957,21.3788279793,0.111518222437,55.1980620763,0.975392917509,20.5870777499,0.0946762279483,54.2284971304,0.975602621496,20.1746155282,0.0898895131569,53.6018784014,0.975724035908,19.9391798295,0.0948561576758,52.9469562098,0.975855936578,19.669402247
36,474.531706,491.67906686,0.0420461705477,66.8478570418,0.973597681206,24.4796148105,0.046651772802,59.0852545897,0.975005068788,21.8949334802,0.0473015835212,57.3008735252,0.975351279884,21.1725411776,0.0476667665256,56.4519343954,0.975575220404,20.7821404067,0.0481545722648,55.9168463548,0.975671887398,20.6548839446,0.0490018326973,55.2821281607,0.97578592034,20.462163116,0.0876729924839,65.5509726729,0.973621725231,24.1497521755,0.106529957297,57.1129813019,0.97507915187,21.2674656147,0.0994761588399,54.963171863,0.975484657172,20.477137263,0.0973867334356,54.0118569586,0.97569223466,20.0753075169,0.097601835892,53.4041948164,0.97581665,19.842507893,0.0836592393577,52.7557358572,0.975938835917,19.5702461235
37,474.195719079,491.600690784,0.0432677433657,65.9973558079,0.973065484654,25.0500457467,0.0465583287419,58.4519895929,0.974432773888,22.3811994719,0.0577148494424,56.6877770424,0.974781659742,21.8078540816,0.047634365538,55.8291256283,0.974953333537,21.4528384028,0.0491230233826,55.4004579819,0.97503120407,21.2335872939,0.0488665004712,54.9295514425,0.975172624895,21.0288919608,0.0903019648646,65.4778112991,0.973645449761,24.1684236284,0.100576273346,57.1068755275,0.975084785183,21.2981621347,0.103949284732,54.906838542,0.975508606905,20.4949027933,0.097843561403,53.9364598668,0.975721985561,20.0878963809,0.0905750786461,53.299817599,0.975858004369,19.8425955684,0.0860944220778,52.6559479096,0.975983893459,19.5709570927
38,472.224618761,489.251751177,0.0422361015808,65.503398534,0.973386270982,24.8879247217,0.0469952954516,58.3926018368,0.974685892914,22.3301779429,0.0481570790113,56.3231195464,0.975010257327,21.7216606249,0.0485802614342,55.5615674004,0.97520287651,21.3692133969,0.0487685812651,55.1553750977,0.975301868536,21.1405420791,0.0492980966034,54.5872900269,0.975434339182,20.9262739348,0.0947136058118,65.2608686869,0.973719470445,24.0576680704,0.105976643187,56.9320954611,0.975162050585,21.1990437538,0.1123842877,54.6932909817,0.97559075174,20.4035699507,0.0943750693419,53.6986485888,0.975809639036,19.9848476941,0.0898769687019,53.0503242777,0.975939266841,19.7360507912,0.0844162733162,52.403614042,0.976073864681,19.4544773219
39,472.334099279,497.640234629,0.0407137897388,68.0254758922,0.973701688828,24.5493199175,0.884508530073,60.4415030046,0.975061099186,21.7628002456,0.047449267681,58.2621693322,0.975374912674,21.1276252378,0.0503755653362,57.3995421583,0.975581664931,20.7806194912,0.049861445007,56.8299758434,0.975683161029,20.5862658385,0.0491989242534,56.1819767229,0.975815633933,20.3372567242,0.0962403711032,65.3200958758,0.973730693459,23.996460738,0.103275698903,57.0584499049,0.975161646908,21.148898398,0.104484401943,54.7628986216,0.975579149677,20.3501544877,0.0980690370489,53.7527036223,0.975800554252,19.9343099058,0.0988476983296,53.1032700141,0.975940840182,19.6853055711,0.0894702292722,52.4617118868,0.97606885907,19.4072400856
40,473.021728727,479.598987059,0.0411743853933,64.8032877806,0.973906116955,23.9136600531,0.0462513241889,57.4150505283,0.975119639301,21.36410318,0.0472919167951,55.7139847712,0.975481775674,20.8634639617,0.0474788044495,54.9364660436,0.975626592835,20.492302779,0.0475937300714,54.5021336295,0.975762641791,20.3018712456,0.0480826098091,53.9208845297,0.975901017812,20.0115764141,0.0964409991012,65.214565198,0.973447715359,24.2586882314,0.0967902768471,56.8890618576,0.974895885585,21.4064980535,0.0923797393554,54.637218891,0.975328055347,20.5884343582,0.0906728428034,53.639178607,0.975540958287,20.1628679902,0.0850905881007,52.9815032163,0.975680003705,19.9116434751,0.0862779309872,52.3381328568,0.975809289195,19.6356935099
41,471.030491729,495.773189834,0.0414319828463,67.237990466,0.973842573211,24.6252099203,0.0465144710897,59.7288900505,0.975027804799,22.021753499,0.0477106244811,57.6721062588,0.975399969428,21.4076739766,0.0480446595924,56.914837187,0.975578801876,21.0697331916,0.0482055907716,56.3508802977,0.975708048,20.8558505015,0.0487716242629,55.8835668492,0.975852151034,20.6363999717,0.0997622682568,65.0519659133,0.973680775459,24.0474017893,0.102699361318,56.8589201784,0.975100016612,21.199131485,0.0955788217188,54.5137044073,0.975540724481,20.4146463664,0.091999555273,53.4896770752,0.975756970688,19.9721151361,0.0900606212191,52.8095477137,0.975900158295,19.7101897258,0.0859491579893,52.1759399774,0.976026434639,19.4241725549
42,469.32395223,489.916823821,0.0415793089196,66.0580051307,0.973559552296,24.5534110503,0.0463293733668,58.6426861575,0.974820687464,22.0492176937,0.0471238258055,56.8548743219,0.975188018246,21.4621024927,0.0474707495111,55.9816527005,0.975396746713,21.0499550574,0.0477732785088,55.5090740016,0.975486076239,20.8136649023,0.0481359551618,54.9737851836,0.975629284075,20.5946749449,0.100963442448,64.8104088887,0.973753608493,23.9345771948,0.1035692725,56.5829574116,0.97516212243,21.1329653709,0.102925141563,54.2977140151,0.975600501638,20.3199481532,0.0956519702317,53.2995775407,0.975821583347,19.8975607181,0.0885351499552,52.6561292361,0.975960322389,19.6395865244,0.08684582094,52.0224896467,0.976090614606,19.3590496074
43,471.096130153,487.488497069,0.0422939219032,65.6400928064,0.973538962503,24.3036949635,0.0467713524827,58.390189207,0.974843060654,21.7828422279,0.0480614864606,56.6436634931,0.975139684975,21.3162072789,0.0484254166597,55.8410230044,0.975350738475,20.9091703657,0.0487293777917,55.2855604056,0.975427891495,20.7928933411,0.0491921217251,54.7314138701,0.975576830859,20.4700406374,0.102976860977,64.9026503319,0.973543301885,24.1199238382,0.111498893571,56.6926673005,0.974938164772,21.344421125,0.108523119912,54.4151079011,0.975376858573,20.5333209597,0.097691297133,53.4050504717,0.975616909599,20.08286186,0.0928532529479,52.7517799313,0.975745334408,19.8218720026,0.0814028747304,52.1093138698,0.975885807822,19.5382464249
44,467.885028033,490.778756922,0.0412866256807,66.0684079257,0.973915971364,24.3319308938,0.887053540484,58.8587521495,0.975240829993,21.8545795571,0.0482143624262,57.0359695969,0.975457786611,21.4810674913,0.047275627046,56.2694123947,0.975656311846,21.0942419045,0.053829051399,55.7588646051,0.97584445752,20.8265897216,0.0515185522452,55.2191061974,0.975971371161,20.5910428094,0.10265727168,64.6489593675,0.973849708804,23.8306350802,0.100391676421,56.4203224795,0.975242523373,21.0572878055,0.0933141361739,54.1580229573,0.975682105384,20.2411600119,0.0881308218474,53.1677329442,0.975907563404,19.7980544344,0.0883279886319,52.5093944721,0.97605171348,19.5360158022,0.08298145569,51.8774279928,0.976176110142,19.2555857154
45,468.015359008,491.411211939,0.040716474777,66.4758063808,0.973973248944,24.3876352274,0.0459291042732,59.3857653864,0.975157229512,22.0227105726,0.0462087198852,57.3427351749,0.975571459893,21.3434107629,0.869832450693,56.3442076553,0.975785734527,20.816380974,0.0471426218212,55.7646760507,0.975925902977,20.6508158012,0.0580213169821,55.1301550359,0.976094000493,20.3503838778,0.0988359606229,64.571241431,0.973725257513,23.9124469139,0.100109946363,56.4116562363,0.975108286051,21.1636958321,0.101994123614,54.121885534,0.97555534496,20.3227968626,0.0957311843463,53.1006814308,0.975803025958,19.8760167901,0.0955712889817,52.4326891869,0.975953914691,19.5956551014,0.0854628991777,51.8030927893,0.976085734404,19.3107643317
46,467.653846127,483.487097653,0.0413147306042,65.3889012048,0.974483068694,23.6482819066,0.0461811519538,58.1970551158,0.975602251788,21.3116035317,0.0471759173864,56.4510663639,0.975919282346,20.818032001,0.0475922976268,55.7618353873,0.976073050589,20.4325188868,0.0491622267009,55.2571562781,0.976131587317,20.2172453133,0.195331919205,54.627503265,0.976279625387,19.9689757282,0.104657741798,64.4319978675,0.973660645228,23.9970922871,0.104692894122,56.3258400239,0.97504751078,21.2472096887,0.0997368696132,53.9878724801,0.975490491548,20.4093441069,0.0895310238519,52.9409094,0.975734944658,19.9431070609,0.0912888162458,52.2795538093,0.975882913613,19.6753792552,0.091500829985,51.6315741252,0.97601955109,19.3823989959
47,466.053310408,487.287733483,0.688957095598,65.9829600797,0.973789044853,24.2888564774,0.0467360869233,58.5214522824,0.975017241456,21.9043138533,0.0476721369619,56.6838535323,0.97534895011,21.1973792567,0.0481658501932,55.8119064461,0.975567523051,20.8045547009,0.0483430711426,55.2515084888,0.975753339403,20.5276978684,0.049345355488,54.6523199298,0.975880794227,20.2456624002,0.102572908028,64.3812083295,0.973780747692,23.7931935877,0.095400947622,56.2182108539,0.975177489174,21.0522802113,0.0957765566112,53.9176002919,0.975613764437,20.2134163069,0.0899589251058,52.873122185,0.975869002837,19.7469686133,0.0851427717876,52.2020932332,0.976005226221,19.4834174346,0.080151440286,51.5726775594,0.97615415683,19.1873520589
48,465.226873812,481.704189705,0.0439535359161,64.8909295111,0.973994193655,24.1127181992,0.0462122998468,57.3041155555,0.975162779969,21.8865310929,0.047168220217,55.6059233564,0.975550878003,21.1090118632,0.0554859795975,54.9763198549,0.97572039858,20.967781746,0.0478022781723,54.4909057184,0.975819573935,20.6967741757,0.0484392004102,53.9216306065,0.975937178189,20.3146316355,0.103409731926,64.3430931514,0.97383997551,23.7393438205,0.0960936844278,56.1363344209,0.975235828804,20.9934947082,0.102653026499,53.8258960762,0.975688907782,20.143124744,0.0853787542599,52.7848295501,0.975943993867,19.6676471499,0.0885144359276,52.1291843363,0.976094882668,19.4040386251,0.0861533451939,51.517200475,0.976219325334,19.1206790372
49,464.457647793,494.103578741,0.0447146916042,66.9553489974,0.973857070686,24.4647367651,0.0465696066562,59.6739013556,0.974996301261,22.0926383264,0.0493365836287,57.7678770008,0.975416258203,21.4291090026,0.0570133042268,56.6557775989,0.97559670088,20.9124862534,0.0496049217499,56.1396153262,0.975708764159,20.6874437946,0.0487771739294,55.4665007375,0.975842126843,20.4163318186,0.0857234124911,64.3715719868,0.97402258756,23.587846213,0.0989944578091,56.1766721795,0.975381621992,20.9060350856,0.0909778206565,53.8279462982,0.975836086543,20.0442727467,0.0903959657408,52.765564762,0.976087262533,19.5547032278,0.0924983020067,52.0830316912,0.976243193407,19.277622272,0.0813563347035,51.4395992796,0.976373458344,18.9886003309
50,465.697654273,483.427384463,0.0425482971566,64.9703592387,0.973824489523,24.2040861159,0.0462762071243,57.99687072,0.974971769434,21.8700379928,0.873367745994,55.939211737,0.975353786214,21.2897457932,0.047930629423,55.0500756755,0.975540307661,21.0032818354,0.0488237167892,54.6048257784,0.97567493017,20.7302390409,0.135223334204,53.9739518093,0.975802029173,20.3389299819,0.0927461779882,64.3376248873,0.97383054034,23.7636436599,0.100326884993,56.2554860399,0.975201140896,21.0463321602,0.0993190418938,53.9104677143,0.975659028991,20.1944113891,0.0891568695343,52.8403045809,0.975924304942,19.7069634081,0.0883246451364,52.1447487516,0.976074385505,19.4266644659,0.0831907195622,51.4910291547,0.976213197185,19.1314226237
51,464.38111735,489.622548306,0.0422762002387,66.0005305608,0.974067585486,24.0254667528,0.0513628126249,59.1483090213,0.975311536681,21.7522706552,0.0614753395009,57.3908059742,0.975629819614,20.9909657764,0.0495148791409,56.3311883175,0.975766050319,20.8133076827,0.0495236510637,55.9072771867,0.975908003296,20.4461161332,0.0504187070906,55.1270046017,0.976056045429,20.217980309,0.101810240494,64.2627610984,0.97397938989,23.6183045254,0.110955590764,56.2085160471,0.97533181971,20.9404910346,0.101902831466,53.8208873964,0.975789446639,20.074364738,0.0927307087213,52.7078716657,0.976045943753,19.5834271445,0.0930931424815,52.0199671493,0.976205882191,19.2968185568,0.0811870052481,51.3778321353,0.976342716605,19.0062194529
52,453.273257586,473.305130409,0.158510015261,63.9795759808,0.974126844695,23.8888543953,0.0468631850513,56.4891977021,0.97533713394,21.3566901232,0.0496928163832,54.6813417059,0.975756201329,20.7596442429,0.0484035772511,53.832138365,0.975890995427,20.3727610834,0.0487184581192,53.4271227013,0.976044766605,20.1365525993,0.049851420526,52.9815441767,0.976194420321,19.9388168382,0.0965392496579,63.3488853151,0.974044971682,23.3130956123,0.100177190371,54.6526751637,0.975521601477,20.3294975382,0.103439652524,52.3347572686,0.976004625505,19.4559549157,0.0920649839374,51.2977349738,0.976255153075,18.9961315862,0.0882215885211,50.6806446619,0.976414741582,18.7456650689,0.0844779262267,50.1324454433,0.976535132288,18.5201012693
53,451.724744093,474.582035932,0.0428927149835,64.2489711588,0.97388571275,23.8589097767,0.0470874863253,56.6432042628,0.975203951877,21.2491679264,0.0480869062612,54.9536008979,0.975577902613,20.5983486952,0.0485380145749,54.1778794563,0.97574850217,20.3324162797,0.0488417968507,53.7666053844,0.975877925528,20.1326666745,0.0496441252445,53.2478017301,0.975986588408,19.9223440344,0.0950273412823,63.0698644783,0.973961785983,23.3759704212,0.10389971607,54.3353596361,0.975435181157,20.3732260868,0.102794623166,52.0240533331,0.975909172163,19.4985776946,0.090351195169,50.9829144406,0.976183056752,19.050389473,0.0934379900193,50.3722055399,0.976336965114,18.7881841145,0.0899513094415,49.8349827862,0.976450417189,18.5636489928
54,449.476642647,479.018784147,0.647507882931,64.7718040871,0.973944783888,23.8736875635,0.0478097966548,57.2934614239,0.975215944377,21.4335616285,0.0487030631101,55.4275212432,0.975488402401,20.8283687035,0.0491761900343,54.7920275312,0.975687818545,20.525065003,0.049400491005,54.3624750195,0.975829057621,20.3060097478,0.0498560747611,53.8740127448,0.975961705049,20.0913746176,0.0999824998865,62.9616658834,0.974168327603,23.1254281378,0.104298807412,54.1839663257,0.975655030277,20.1201639801,0.101213014291,51.9054448541,0.976133263424,19.2516967574,0.0920360477141,50.8797356946,0.976414256187,18.783282295,0.0969522577537,50.2549705281,0.976565837237,18.529494863,0.0944669584578,49.7308325614,0.976683000259,18.3051389712
55,448.878963023,470.178902193,0.0433815945801,63.9701878085,0.97458726258,23.3729729761,0.0461990534271,56.5788969416,0.975872017217,20.7719310522,0.0473339846146,54.6640005184,0.976229150864,20.2010257063,0.0476272051702,53.8226474487,0.97644915522,19.9096758095,0.0478550866528,53.3553856864,0.976573030831,19.694356055,0.0484059043723,52.9261838812,0.976655375551,19.4820747285,0.0935375256442,62.8618271776,0.974094206445,23.1522648142,0.103891844527,54.1185546385,0.975582303589,20.1481610587,0.0994913266495,51.8100042715,0.976078626218,19.2712105059,0.105198273296,50.7431972059,0.97634750599,18.7919021133,0.093679883673,50.1208592694,0.976503598359,18.5295081951,0.0825861365848,49.5940269757,0.976619755481,18.3028521767
56,447.493393603,469.203510169,0.0430013748718,63.4350154761,0.974089964095,23.6350348899,0.0473651326417,55.9743772854,0.975339286481,21.1127328439,0.0483106703596,54.152990883,0.975754225796,20.7134851362,0.048662785476,53.34292026,0.975931278232,20.1905609297,0.0487587355839,52.9647736549,0.976065889452,19.9772596197,0.0492431400908,52.5045912916,0.976169000295,19.7797355056,0.0980757676436,62.6627796073,0.974178472373,23.0703932332,0.108737183262,53.9565253043,0.975656279572,20.0716533966,0.102549225163,51.638940459,0.97613367754,19.2040735884,0.0973244298449,50.5943487827,0.976417284521,18.7306883044,0.0956321059319,49.9878121235,0.976571607349,18.4628025189,0.0930092791929,49.4525002623,0.976694063624,18.236108429
57,447.452338614,474.223018877,0.387484387015,64.5145094756,0.974353468554,23.5602513046,0.867571895321,56.7831289335,0.975626237916,21.0763669953,0.0522811403639,54.9469690973,0.975965466463,20.4999737812,0.0490362026277,54.271575487,0.976168460467,20.1127934275,0.0491999984352,53.8724460602,0.976282852391,19.9491760008,0.049489817448,53.5205412922,0.976413532866,19.7044580868,0.094592879592,62.7678765052,0.974208638783,23.0525426877,0.0997442298139,53.9637951286,0.975694668885,20.0666857407,0.0899682885568,51.6303174261,0.976179677263,19.1900706679,0.100199762705,50.5971544425,0.976469315896,18.6955638457,0.0894926932041,49.9720933355,0.976626441039,18.4396261329,0.0838439059817,49.4471779827,0.976743425077,18.2140274626
58,446.177827535,463.530326381,0.0750402772771,63.5976788347,0.975070586484,22.5628981229,0.0465377422021,56.1948802905,0.976308453038,20.0912299337,0.0498408587494,54.305897785,0.976690819318,19.4739305829,0.0479739503159,53.5122561094,0.976878064826,19.0855978258,0.0486581311208,53.079356721,0.977034160359,18.8852259499,0.0494459598099,52.6771217548,0.977140498432,18.6626697815,0.095407910764,62.6067148424,0.974265109022,23.0183306825,0.0991311205581,53.822617498,0.975737002508,20.0330440979,0.0948431292442,51.4898602735,0.976235797093,19.1342189093,0.0888657573958,50.4206878316,0.976526782911,18.6475755574,0.0880465973806,49.8052246546,0.976677259818,18.3766284722,0.0840470414105,49.2694344746,0.976798034798,18.1472999204
59,446.247725851,471.215208227,0.0481586896984,63.9404879772,0.974292246004,23.5753634951,0.0471621338334,56.3458826036,0.975489116528,21.0652593916,0.0496357119374,54.4688326734,0.975807756186,20.4694448348,0.878899739096,53.8657331394,0.976053719268,20.1022305452,0.0687784634841,53.4221967784,0.976159332828,19.9081072284,0.0501125980042,52.986623923,0.97628714799,19.6718937213,0.098130969353,62.5938054212,0.974220356893,23.0290870952,0.105182584514,53.8199483926,0.975696529629,20.0555271721,0.103385554582,51.4821750563,0.97619068541,19.168210037,0.0883590015384,50.4124121386,0.976481842301,18.674369321,0.0847712488139,49.779752118,0.976653651381,18.3991047146,0.0836908959092,49.261662091,0.976770257775,18.1742073243
60,446.169004578,468.944270278,0.0436701608582,63.8295541966,0.974162282366,23.4800258044,0.0481739057454,56.0787492087,0.975539773928,20.8734065547,0.0499101361881,54.2724085793,0.975938971747,20.2515876474,0.0495442373071,53.6639011701,0.976085760377,19.9206552813,0.0499928393472,53.2071513479,0.976211610391,19.7239712441,0.0505914533948,52.7281773018,0.976305765862,19.5299177296,0.0931787310796,62.6355980403,0.97418211169,23.0567542733,0.110081005646,53.8265344765,0.975673236736,20.072299968,0.105901218761,51.458035248,0.976164543962,19.1737427761,0.0951775641013,50.3641775345,0.976461030136,18.6735630363,0.0950572690773,49.7351211799,0.976621722967,18.3998443358,0.0850914761174,49.2133315529,0.976743676302,18.1712196939
61,446.06782481,472.343199354,0.0427740304519,63.9206181873,0.974007617569,23.6603273948,0.0487374332945,56.248599681,0.975273583423,21.0664934859,0.0502665474672,54.7438302618,0.975609230273,20.5448224942,0.0515199846899,53.9905617382,0.975797554309,20.2683038928,0.0960601382945,53.5740031979,0.975944166834,20.0346175161,0.0497441925391,53.1301384622,0.976056583903,19.7841811614,0.112719914256,62.5866735414,0.974177662944,23.0511441701,0.113993358259,53.8105395934,0.975654041819,20.0713726678,0.107652794647,51.4365125396,0.976146814283,19.1824087166,0.0989449494753,50.3565789611,0.976433558957,18.6816882555,0.0972608298585,49.7274003984,0.976598494292,18.4018684778,0.0887457049935,49.2030934078,0.9767235096,18.177646077
62,444.182815648,470.137688145,0.0420871640654,64.2143214255,0.974952972974,22.883973389,0.0469553755441,56.6602799676,0.976155039939,20.3932746179,0.0478303829758,55.0253294237,0.976539909614,19.8336759336,0.0482041585033,54.2997280323,0.976713550136,19.5187736262,0.0484374103658,53.9877025142,0.976842975978,19.2985367107,0.0490394250955,53.5254040776,0.976938031388,19.1281777476,0.0889529787246,62.3790827586,0.974302878815,22.9211758956,0.100952780898,53.6245910592,0.975795036703,19.9328626405,0.105441164258,51.2685615418,0.97627911098,19.0422575807,0.0998414243467,50.1933618503,0.976575901808,18.5473860581,0.0999458496191,49.5587664251,0.976740647833,18.268186785,0.0912481060935,49.0360759594,0.976859914257,18.0376529185
63,444.098803468,480.254531456,0.228978164946,64.5614802476,0.973252187173,24.5319321264,0.0484426017484,56.9244712483,0.974477522301,21.9859897368,0.0497107176943,55.1333210396,0.97492487706,21.3855366201,0.0503440595401,54.3595012824,0.975103348042,21.0473628712,0.0502160662559,53.9469820369,0.975176206367,20.8272896662,0.0507133598087,53.5305594386,0.975331050428,20.6584881652,0.105530307336,62.3794755223,0.974263733502,22.9469846645,0.106104247558,53.6199524983,0.975758742087,19.9735959624,0.100257194036,51.2420991712,0.976237342847,19.0712172581,0.0952461924107,50.1466726806,0.976541205728,18.5541284265,0.0942394963934,49.4967558201,0.976706464337,18.2732813526,0.0807194726038,48.9877828749,0.976829864211,18.0417242982
64,443.730937081,464.753878565,0.0423941685762,63.2044425444,0.974477699986,23.1474058809,0.0472358863829,55.4873478485,0.975654703875,20.6506847613,0.0480407213609,53.8381060542,0.976018453864,20.1242301825,0.0483632995818,53.1950405728,0.976202297843,19.7358260444,0.0488034883853,52.8252725457,0.976389900979,19.4774091298,0.0494933979318,52.4067551295,0.976475826493,19.3072206866,0.0921962829475,62.4086673854,0.974327519641,22.8688567486,0.0988728628877,53.6178272891,0.975799278822,19.9087981603,0.101400370072,51.242103276,0.976298125463,18.9981454091,0.0910193994092,50.1457962331,0.976596920509,18.4940680568,0.0878743119226,49.5080603306,0.976775101143,18.2056222259,0.084065939845,48.995085472,0.976887429808,17.9802858879
